id,cust_id,card_number,card_type,expiry_date
610,610,3569769530798369,jcb,7/6/2019
611,611,3560042724134653,jcb,12/16/2018
612,612,3543440024914414,jcb,8/5/2021
613,613,6333978390422766,switch,4/11/2022
614,614,3546963832931004,jcb,10/6/2021
615,615,3587829119752969,jcb,8/19/2020
616,616,3544817613145527,jcb,1/11/2023
617,617,6392502827096965,instapayment,1/29/2023
618,618,3562041508836226,jcb,11/23/2018
619,619,3556334215558466,jcb,4/28/2022
620,620,50205286911395286,maestro,3/14/2023
621,621,30018079977035,diners-club-carte-blanche,4/9/2020
622,622,5002359807247074,mastercard,6/27/2019
623,623,3528096500524108,jcb,7/23/2020
624,624,3555050079909014,jcb,10/13/2020
625,625,374288246274681,americanexpress,8/22/2018
626,626,6706543517838153974,laser,3/28/2024
627,627,30402615810308,diners-club-carte-blanche,6/7/2021
628,628,3577379534212902,jcb,12/5/2021
629,629,3563414564757934,jcb,10/17/2023
630,630,3572064968319853,jcb,11/4/2023
631,631,349289076564078,americanexpress,6/26/2024
632,632,30322171161179,diners-club-carte-blanche,10/9/2022
633,633,3564828089102525,jcb,7/21/2020
634,634,4041376185627160,visa,3/26/2019
635,635,3574424196319422,jcb,8/20/2019
636,636,3568565708571534,jcb,3/25/2021
637,637,3583654964574613,jcb,3/1/2019
638,638,4405229386089377,visa-electron,1/4/2021
639,639,4041599910676,visa,7/17/2023
640,640,374622379426579,americanexpress,6/25/2019
641,641,3550810932649908,jcb,5/18/2021
642,642,3563882521245203,jcb,5/30/2021
643,643,5602246624634945,bankcard,12/29/2019
644,644,3554098060017116,jcb,3/12/2023
645,645,3560078050785601,jcb,3/7/2019
646,646,6706859894970519,laser,12/20/2018
647,647,3552879029296558,jcb,1/11/2020
648,648,5641827256791138,switch,1/14/2019
649,649,3542606238164480,jcb,3/10/2021
650,650,201772587506917,diners-club-enroute,4/7/2022
651,651,3579726735675923,jcb,1/12/2020
652,652,633404163045502552,solo,4/16/2021
653,653,4913215548363714,visa-electron,2/13/2024
654,654,3577359339827047,jcb,4/17/2020
655,655,3555060223890556,jcb,9/5/2022
656,656,5038703352395382492,maestro,10/30/2019
657,657,3588286146058549,jcb,8/21/2020
658,658,4905335849119065995,switch,8/31/2023
659,659,374622777760058,americanexpress,5/21/2022
660,660,3585855909526687,jcb,6/28/2019
661,661,3577567962657297,jcb,8/31/2019
662,662,3554223029476951,jcb,4/16/2022
663,663,676750889944342083,solo,8/27/2018
664,664,3581988709737719,jcb,6/29/2020
665,665,30420698358409,diners-club-carte-blanche,6/8/2021
666,666,3551524308682422,jcb,1/22/2020
667,667,3579456423007755,jcb,4/14/2023
668,668,3567728398031984,jcb,12/25/2021
669,669,30539196206180,diners-club-carte-blanche,3/22/2021
670,670,3557566294436044,jcb,5/15/2023
671,671,0604155973453196,maestro,12/19/2023
672,672,3529105731390442,jcb,4/26/2020
673,673,6331108599552879111,switch,6/21/2024
674,674,3563580342655754,jcb,9/9/2020
675,675,4905046004777491840,switch,5/12/2019
676,676,630417455552008135,maestro,11/25/2019
677,677,5010126348088451,mastercard,4/15/2024
678,678,50188527365304808,maestro,7/9/2021
679,679,3580642319781549,jcb,3/24/2019
680,680,4017958377743382,visa,12/10/2020
681,681,30517709671736,diners-club-carte-blanche,12/13/2020
682,682,56022379198668414,china-unionpay,8/20/2019
683,683,6759974694911360441,switch,2/3/2022
684,684,6304756876439762377,maestro,4/3/2019
685,685,30017354599746,diners-club-carte-blanche,1/26/2020
686,686,3544733959139513,jcb,8/27/2023
687,687,201620841981691,diners-club-enroute,1/3/2023
688,688,4903899619615591536,switch,5/10/2024
689,689,633482658527103543,solo,8/4/2018
690,690,3551297327126545,jcb,9/13/2023
691,691,670993047561038852,laser,12/1/2018
692,692,6383435549448530,instapayment,4/16/2023
693,693,3576262535591824,jcb,7/23/2023
694,694,3543864381035267,jcb,4/17/2021
695,695,3579407188199667,jcb,4/12/2024
696,696,36458156741058,diners-club-international,10/23/2022
697,697,5100172834925922,mastercard,6/12/2019
698,698,201761163415783,diners-club-enroute,8/20/2022
699,699,374622551666281,americanexpress,11/12/2019
700,700,374622628450305,americanexpress,9/17/2021
701,701,341124893166187,americanexpress,8/16/2021
702,702,3552754068712494,jcb,7/4/2022
703,703,3574174395202313,jcb,12/15/2023
704,704,4175007368152555,visa-electron,1/25/2023
705,705,6331105791091089,switch,12/11/2019
706,706,3568597800640008,jcb,5/13/2024
707,707,3529310188445174,jcb,10/4/2023
708,708,633466264310328189,solo,12/11/2022
709,709,3533165617609541,jcb,4/15/2019
710,710,3588208357518904,jcb,9/19/2022
711,711,3541854940157514,jcb,7/7/2020
712,712,201745765689515,diners-club-enroute,4/25/2020
713,713,201475040044613,diners-club-enroute,6/25/2022
714,714,3586387198657394,jcb,6/6/2023
715,715,5108754585289558,mastercard,12/12/2023
716,716,3533163494487594,jcb,10/10/2021
717,717,5100146097831027,mastercard,7/26/2022
718,718,3552637729338074,jcb,7/19/2019
719,719,6304326917366023887,laser,12/25/2018
720,720,3580895800391646,jcb,7/3/2022
721,721,3578519543091461,jcb,12/15/2021
722,722,5100173772481696,mastercard,2/28/2022
723,723,337941400470588,americanexpress,10/1/2020
724,724,4936360498272235,switch,10/23/2022
725,725,5100145081401748,mastercard,1/23/2019
726,726,3573201454596086,jcb,5/8/2020
727,727,6392652431394387,instapayment,1/20/2020
728,728,5610493354453407,bankcard,10/2/2021
729,729,3552071352338955,jcb,7/25/2022
730,730,201850499441355,diners-club-enroute,5/25/2019
731,731,4175000984959370,visa-electron,6/30/2021
732,732,30527598659585,diners-club-carte-blanche,7/30/2019
733,733,3534628928463436,jcb,3/2/2023
734,734,3580065719128428,jcb,7/31/2023
735,735,6331101230478221314,switch,4/5/2023
736,736,4913575037723326,visa-electron,8/30/2021
737,737,3551367748704988,jcb,10/1/2020
738,738,56022356777083413,china-unionpay,11/9/2021
739,739,201437201814069,diners-club-enroute,5/7/2022
740,740,3546116241232296,jcb,11/26/2020
741,741,67594184052067884,maestro,2/22/2021
742,742,3528962994257887,jcb,6/2/2020
743,743,4911699222235150422,switch,12/29/2021
744,744,5220019381170409,mastercard,8/5/2022
745,745,3569681257196240,jcb,2/17/2023
746,746,371572289842063,americanexpress,4/20/2020
747,747,337941284300521,americanexpress,2/24/2021
748,748,3577564893228645,jcb,2/2/2021
749,749,3568703777072700,jcb,11/15/2020
750,750,564182946795364636,switch,12/23/2018
751,751,3542904832113874,jcb,12/1/2018
752,752,502005579807860633,maestro,3/14/2022
753,753,4913066265821644,visa-electron,4/17/2020
754,754,4114935538389455,visa,7/1/2020
755,755,5610548947697313,china-unionpay,8/6/2019
756,756,345480099327361,americanexpress,1/22/2019
757,757,5211247071069851,mastercard,11/26/2020
758,758,3578190819034047,jcb,4/29/2023
759,759,4175007363283959,visa-electron,6/5/2021
760,760,3586672831908803,jcb,11/21/2021
761,761,374622921824909,americanexpress,9/15/2019
762,762,36066801149377,diners-club-international,12/1/2022
763,763,5523713928498182,diners-club-us-ca,10/26/2018
764,764,56022444328051285,china-unionpay,10/8/2021
765,765,3544189036802815,jcb,4/14/2021
766,766,4936271422725828,switch,6/24/2020
767,767,6395802784345141,instapayment,9/8/2021
768,768,4260916921535,visa,10/3/2019
769,769,5171202624832626,mastercard,7/8/2019
770,770,4041596134162767,visa,5/27/2020
771,771,4508262544480648,visa-electron,11/8/2019
772,772,5610719859965697,china-unionpay,1/24/2022
773,773,564182172930954203,switch,5/27/2019
774,774,30260053299727,diners-club-carte-blanche,7/8/2020
775,775,3557544822370241,jcb,5/25/2019
776,776,30360580030080,diners-club-carte-blanche,5/1/2019
777,777,5641827942426511,switch,6/12/2019
778,778,560222058795434193,china-unionpay,3/27/2023
779,779,4017958349875833,visa,5/26/2019
780,780,4600241130499094,visa,5/22/2023
781,781,3576699651236793,jcb,8/3/2021
782,782,5108754394510988,mastercard,11/16/2018
783,783,560225935657667811,china-unionpay,8/2/2021
784,784,3579154011002102,jcb,5/11/2022
785,785,3534840560284372,jcb,8/7/2018
786,786,5602251285372804329,china-unionpay,9/23/2018
787,787,3566443069579250,jcb,9/6/2018
788,788,3532923973148087,jcb,8/21/2021
789,789,3556024828400343,jcb,4/22/2022
790,790,5007663894762910,mastercard,1/4/2024
791,791,6331108978093584481,switch,9/23/2018
792,792,56022424444803454,china-unionpay,5/22/2019
793,793,6709759927930315,laser,6/24/2019
794,794,5100138440705727,mastercard,3/28/2020
795,795,3536285919661037,jcb,12/19/2020
796,796,490360687764951415,switch,2/2/2023
797,797,3551052921088132,jcb,10/12/2020
798,798,3543986335464390,jcb,6/26/2022
799,799,3578993546223506,jcb,4/14/2023
800,800,3547414736590230,jcb,3/10/2021
801,801,3547230462374643,jcb,7/7/2020
802,802,3582630983060546,jcb,1/7/2023
803,803,5602229744102944,china-unionpay,9/16/2023
804,804,6706664343685314673,laser,7/22/2018
805,805,3554404721316733,jcb,8/14/2022
806,806,3549725392314518,jcb,1/6/2019
807,807,4508899270357605,visa-electron,10/24/2023
808,808,5602226534360617,bankcard,5/11/2021
809,809,3537654520168188,jcb,3/14/2024
810,810,5048370717131007,mastercard,10/22/2018
811,811,3569450688967615,jcb,1/4/2022
812,812,5610503368625103,bankcard,8/9/2020
813,813,3581778861129155,jcb,4/13/2021
814,814,3587019456297881,jcb,6/12/2024
815,815,5108755125775246,mastercard,8/1/2021
816,816,5602258365469654,bankcard,12/1/2021
817,817,4041377068215883,visa,1/23/2024
818,818,06040689064590010,maestro,4/11/2024
819,819,3551759272931765,jcb,7/13/2018
820,820,374622263842238,americanexpress,8/16/2023
821,821,3577544004507434,jcb,5/29/2019
822,822,3535448736102442,jcb,11/18/2019
823,823,3553826734612388,jcb,8/12/2020
824,824,6771868495829248,laser,7/2/2022
825,825,6762779064126068117,maestro,9/11/2021
826,826,3533568612298469,jcb,6/20/2023
827,827,3541594662424003,jcb,12/15/2020
828,828,30116573356282,diners-club-carte-blanche,12/12/2021
829,829,5038454830045534,maestro,12/21/2022
830,830,6334649959604313,solo,1/24/2020
831,831,3536437454900227,jcb,12/4/2018
832,832,3549714970838239,jcb,7/14/2019
833,833,3575216786529900,jcb,7/31/2020
834,834,3565735871725133,jcb,9/17/2022
835,835,5444925193989093,diners-club-us-ca,8/5/2022
836,836,5602237208383041,bankcard,7/6/2020
837,837,4936398279048765417,switch,3/18/2022
838,838,3531229866181446,jcb,7/6/2018
839,839,677191753001823481,laser,11/17/2023
840,840,6333643265141723081,switch,8/1/2022
841,841,5007663625706046,mastercard,7/10/2021
842,842,3545791309223071,jcb,7/11/2023
843,843,201461148935183,diners-club-enroute,9/30/2021
844,844,5007662846599826,mastercard,2/6/2022
845,845,4911476295969697,switch,1/9/2020
846,846,6759770742731639,switch,5/9/2020
847,847,560223256411831268,china-unionpay,5/16/2019
848,848,5324216763726585,mastercard,5/13/2022
849,849,3533049980967191,jcb,3/17/2022
850,850,3587596149446579,jcb,7/14/2019
851,851,3584515845999569,jcb,7/1/2024
852,852,5509432630665834,diners-club-us-ca,8/30/2019
853,853,4405882088403963,visa-electron,8/5/2020
854,854,3587555812107421,jcb,3/18/2023
855,855,3534861666082387,jcb,7/31/2018
856,856,6304276292190648,laser,12/24/2021
857,857,5038778792834623784,maestro,5/4/2019
858,858,5018444001639466,maestro,8/19/2018
859,859,560223578880210322,china-unionpay,3/4/2024
860,860,201577608658245,diners-club-enroute,9/7/2023
861,861,5100142007522269,mastercard,11/29/2019
862,862,201708654815708,diners-club-enroute,1/21/2020
863,863,5495806552367691,mastercard,7/14/2019
864,864,348942623489691,americanexpress,6/20/2021
865,865,6384914134932065,instapayment,5/16/2020
866,866,3549767816522094,jcb,8/11/2019
867,867,30243507605616,diners-club-carte-blanche,6/4/2020
868,868,6759908909576633,maestro,10/26/2022
869,869,6304722755015962976,maestro,9/7/2018
870,870,201421957921617,diners-club-enroute,10/31/2018
871,871,5602232725768162,bankcard,6/12/2024
872,872,67593793493741831,maestro,11/1/2020
873,873,376989964365142,americanexpress,10/2/2022
874,874,5002352402381893,mastercard,7/27/2018
875,875,3579498094706430,jcb,11/24/2023
876,876,4905994168535070,switch,3/31/2019
877,877,5602235315788115332,china-unionpay,4/6/2020
878,878,3536439016395417,jcb,5/13/2019
879,879,3558002598354278,jcb,7/31/2020
880,880,5108751568533663,mastercard,7/16/2018
881,881,5574144458703486,mastercard,1/3/2022
882,882,201464312905438,diners-club-enroute,5/11/2020
883,883,3528840503477917,jcb,8/30/2023
884,884,201798854991367,diners-club-enroute,12/27/2020
885,885,3582388486501082,jcb,7/9/2019
886,886,3559200166326798,jcb,6/4/2022
887,887,3583341977269023,jcb,4/7/2024
888,888,4017957765769264,visa,9/29/2019
889,889,3528632532136964,jcb,11/15/2021
890,890,3577017029325124,jcb,1/6/2021
891,891,5602253767764695,bankcard,9/23/2018
892,892,201968648977200,diners-club-enroute,7/8/2018
893,893,5038959814822518,maestro,9/14/2021
894,894,201891749055447,diners-club-enroute,8/27/2022
895,895,5641823803315786,switch,12/27/2019
896,896,3564063617032842,jcb,1/26/2022
897,897,3582743934639944,jcb,3/15/2022
898,898,201612627946154,diners-club-enroute,2/18/2024
899,899,30555535774597,diners-club-carte-blanche,10/11/2021
900,900,374283532678653,americanexpress,3/22/2022
901,901,501865682425560022,maestro,3/11/2024
902,902,3574672058167236,jcb,3/6/2019
903,903,3589064184652468,jcb,9/18/2019
904,904,3548600684738388,jcb,4/24/2022
905,905,5602220103990656,china-unionpay,8/2/2022
906,906,3541959585299396,jcb,3/4/2024
907,907,6331104027596151,switch,10/10/2023
908,908,5018297994767494290,maestro,1/3/2022
909,909,201986034554532,diners-club-enroute,11/7/2022
910,910,3575168598271371,jcb,5/10/2020
911,911,3566374950686260,jcb,1/14/2023
912,912,201819050734045,diners-club-enroute,5/21/2023
913,913,5539719446040424,diners-club-us-ca,10/1/2023
914,914,3586013083729656,jcb,3/12/2021
915,915,4405681253236772,visa-electron,12/26/2022
916,916,30127880937375,diners-club-carte-blanche,6/20/2022
917,917,3548050191191913,jcb,2/13/2022
918,918,4508344661089954,visa-electron,8/1/2021
919,919,6771619735741290021,laser,7/28/2022
920,920,3552206625503619,jcb,7/31/2018
921,921,5610611820114808424,china-unionpay,4/3/2023
922,922,3560011877626708,jcb,3/10/2019
923,923,3579803161110525,jcb,10/10/2018
924,924,3540869694080291,jcb,10/17/2023
925,925,3529188244081575,jcb,11/4/2018
926,926,4041597306370402,visa,12/20/2021
927,927,201941264058886,diners-club-enroute,9/18/2020
928,928,3582024579377441,jcb,1/18/2022
929,929,201989083812868,diners-club-enroute,4/4/2020
930,930,6333620826882603357,switch,6/7/2024
931,931,4175009249276298,visa-electron,7/5/2019
932,932,5002351763942996,mastercard,7/20/2019
933,933,3576353488270035,jcb,1/11/2019
934,934,3528189319589980,jcb,4/4/2021
935,935,3546108130440726,jcb,4/19/2021
936,936,490369686630961542,switch,11/26/2019
937,937,3537645402475790,jcb,10/19/2020
938,938,5602246210734349,bankcard,11/16/2019
939,939,3576488928096093,jcb,6/19/2024
940,940,3539853977390216,jcb,9/26/2020
941,941,490505262522383370,switch,8/19/2019
942,942,3536778365203726,jcb,10/11/2023
943,943,4917112161939506,visa-electron,6/26/2019
944,944,4041375076632974,visa,1/15/2024
945,945,374283864173406,americanexpress,5/29/2023
946,946,3563965176476734,jcb,5/7/2019
947,947,5100178298246515,mastercard,8/9/2023
948,948,3552387391794945,jcb,9/25/2020
949,949,201618989592254,diners-club-enroute,11/26/2022
950,950,3534039851889862,jcb,4/27/2021
951,951,3579064865707955,jcb,9/24/2019
952,952,201787641843924,diners-club-enroute,8/10/2018
953,953,5007663735497551,mastercard,2/11/2019
954,954,3548455517642475,jcb,8/16/2021
955,955,3563182475599600,jcb,3/31/2022
956,956,3587617307273959,jcb,7/23/2021
957,957,201818578502777,diners-club-enroute,3/1/2024
958,958,4026615912239032,visa-electron,4/21/2024
959,959,3580073443047245,jcb,11/22/2023
960,960,3536328185538636,jcb,6/3/2023
961,961,4047451244369,visa,8/3/2019
962,962,503828650383347528,maestro,10/26/2022
963,963,36074109582786,diners-club-international,11/30/2020
964,964,30272910389690,diners-club-carte-blanche,12/7/2022
965,965,3547081394677052,jcb,9/29/2020
966,966,3545162973232162,jcb,11/15/2022
967,967,337941976009026,americanexpress,7/27/2019
968,968,374622801828418,americanexpress,3/29/2021
969,969,060405506583838926,maestro,12/4/2018
970,970,5602214424447629,china-unionpay,4/11/2019
971,971,4026088091547452,visa-electron,10/20/2020
972,972,3575257055253806,jcb,8/12/2020
973,973,30100613442799,diners-club-carte-blanche,4/30/2022
974,974,3538141269685175,jcb,12/26/2023
975,975,6391585736328935,instapayment,11/24/2021
976,976,5138061246911131,mastercard,1/31/2021
977,977,6391144120425871,instapayment,10/14/2018
978,978,3579331558341347,jcb,7/3/2019
979,979,560225986782525184,china-unionpay,7/27/2023
980,980,5565193485768815,diners-club-us-ca,8/5/2020
981,981,6304887362037843572,maestro,4/13/2023
982,982,30161520263553,diners-club-carte-blanche,6/11/2023
983,983,5392954141992688,mastercard,11/16/2022
984,984,3573090172621494,jcb,12/19/2018
985,985,3559786442007251,jcb,9/30/2018
986,986,6334661972833180281,solo,11/7/2019
987,987,3587389618625711,jcb,6/13/2024
988,988,3581059737814449,jcb,1/9/2020
989,989,201774042251329,diners-club-enroute,3/16/2019
990,990,3553842115376048,jcb,2/11/2023
991,991,3532637046368866,jcb,8/11/2022
992,992,5396078108719391,mastercard,6/8/2023
993,993,4017958831851,visa,5/19/2023
994,994,340456773578409,americanexpress,5/28/2020
995,995,3532848542548907,jcb,12/28/2021
996,996,3542414794479677,jcb,11/18/2020
997,997,342271491507160,americanexpress,6/28/2019
998,998,3531678995888364,jcb,5/6/2021
999,999,5572033795321213,mastercard,8/18/2022
1000,1000,501881857349649966,maestro,8/28/2023
